resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,positionDiff,status,year,circuitId,race_name,race_date,circuit_name,location,country,lat,lng,geometry,dob,driver_nat,driver_name,constr_name,constr_nat
18217,752,482,170,14,12,9,9,9,0.0,74,\N,\N,\N,\N,\N,\N,13,-3,+3 Laps,1960,9,British Grand Prix,1960-07-16,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1924-01-12,Belgian,Olivier Gendebien,Cooper-Climax,British
18231,752,486,170,23,15,\N,R,23,0.0,46,\N,\N,\N,\N,\N,\N,48,8,Fuel pump,1960,9,British Grand Prix,1960-07-16,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1913-03-15,British,Jack Fairman,Cooper-Climax,British
18005,743,489,170,34,0,\N,W,31,0.0,0,\N,\N,\N,\N,\N,\N,54,31,Withdrew,1961,20,German Grand Prix,1961-08-06,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1933-03-26,Italian,Renato Pirocchi,Cooper-Climax,British
18006,743,490,170,35,0,\N,W,32,0.0,0,\N,\N,\N,\N,\N,\N,54,32,Withdrew,1961,20,German Grand Prix,1961-08-06,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1923-03-29,British,Geoff Duke,Cooper-Climax,British
18102,747,505,170,16,4,\N,R,14,0.0,17,\N,\N,\N,\N,\N,\N,6,10,Gearbox,1960,6,Monaco Grand Prix,1960-05-29,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1937-12-02,British,Chris Bristow,Cooper-Climax,British
18177,750,505,170,36,9,\N,R,11,0.0,19,\N,\N,\N,\N,\N,\N,3,2,Accident,1960,13,Belgian Grand Prix,1960-06-19,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1937-12-02,British,Chris Bristow,Cooper-Climax,British
18105,747,506,170,12,0,\N,F,17,0.0,0,\N,\N,\N,\N,\N,\N,81,17,Did not qualify,1960,6,Monaco Grand Prix,1960-05-29,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1931-05-18,British,Bruce Halford,Cooper-Climax,British
18228,752,507,170,3,19,\N,R,20,0.0,58,\N,\N,\N,\N,\N,\N,25,1,Overheating,1960,9,British Grand Prix,1960-07-16,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1923-11-29,American,Chuck Daigh,Cooper-Climax,British
18233,752,508,170,3,0,\N,W,25,0.0,0,\N,\N,\N,\N,\N,\N,54,25,Withdrew,1960,9,British Grand Prix,1960-07-16,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1936-02-24,American,Lance Reventlow,Cooper-Climax,British
18305,756,549,170,34,0,\N,F,17,0.0,0,\N,\N,\N,\N,\N,\N,81,17,Did not qualify,1959,6,Monaco Grand Prix,1959-05-10,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1923-06-06,British,Ivor Bueb,Cooper-Climax,British
18307,756,550,170,12,0,\N,F,19,0.0,0,\N,\N,\N,\N,\N,\N,81,19,Did not qualify,1959,6,Monaco Grand Prix,1959-05-10,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1922-02-05,Belgian,Alain de Changy,Cooper-Climax,British
18311,756,552,170,14,0,\N,F,23,0.0,0,\N,\N,\N,\N,\N,\N,81,23,Did not qualify,1959,6,Monaco Grand Prix,1959-05-10,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1923-01-07,French,Jean Lucienbonnet,Cooper-Climax,British
17652,730,347,95,2,18,5,5,5,2.0,93,\N,\N,\N,\N,\N,\N,17,-13,+7 Laps,1962,6,Monaco Grand Prix,1962-06-03,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1930-01-31,Swedish,Jo Bonnier,Porsche,German
17697,731,347,95,24,0,\N,W,26,0.0,0,\N,\N,\N,\N,\N,\N,54,26,Withdrew,1962,13,Belgian Grand Prix,1962-06-17,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1930-01-31,Swedish,Jo Bonnier,Porsche,German
17752,734,347,95,8,6,7,7,7,0.0,15,+4:37.3,9802600,\N,\N,\N,\N,1,1,Finished,1962,20,German Grand Prix,1962-08-05,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1930-01-31,Swedish,Jo Bonnier,Porsche,German
17860,738,347,95,2,9,12,12,12,0.0,59,\N,\N,\N,\N,\N,\N,98,3,Injection,1961,6,Monaco Grand Prix,1961-05-14,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1930-01-31,Swedish,Jo Bonnier,Porsche,German
17893,740,347,95,18,9,7,7,7,0.0,30,+2:47.1,7550900,\N,\N,\N,\N,1,-2,Finished,1961,13,Belgian Grand Prix,1961-06-18,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1930-01-31,Swedish,Jo Bonnier,Porsche,German
17996,743,347,95,8,4,\N,R,22,0.0,5,\N,\N,\N,\N,\N,\N,5,18,Engine,1961,20,German Grand Prix,1961-08-06,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1930-01-31,Swedish,Jo Bonnier,Porsche,German
17661,730,364,95,4,5,\N,R,14,0.0,0,\N,\N,\N,\N,\N,\N,3,9,Accident,1962,6,Monaco Grand Prix,1962-06-03,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1931-04-13,American,Dan Gurney,Porsche,German
17748,734,364,95,7,1,3,3,3,4.0,15,+4.4,9529700,\N,\N,\N,\N,1,2,Finished,1962,20,German Grand Prix,1962-08-05,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1931-04-13,American,Dan Gurney,Porsche,German
17853,738,364,95,4,11,5,5,5,2.0,98,\N,\N,\N,\N,\N,\N,12,-6,+2 Laps,1961,6,Monaco Grand Prix,1961-05-14,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1931-04-13,American,Dan Gurney,Porsche,German
17892,740,364,95,20,10,6,6,6,1.0,30,+1:31.0,7474800,\N,\N,\N,\N,1,-4,Finished,1961,13,Belgian Grand Prix,1961-06-18,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1931-04-13,American,Dan Gurney,Porsche,German
17981,743,364,95,9,7,7,7,7,0.0,15,+3:23.1,8495500,\N,\N,\N,\N,1,0,Finished,1961,20,German Grand Prix,1961-08-06,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1931-04-13,American,Dan Gurney,Porsche,German
17518,724,423,95,26,15,4,4,4,3.0,15,+8:11.5,8478300,\N,\N,\N,\N,1,-11,Finished,1963,20,German Grand Prix,1963-08-04,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1935-08-30,German,Gerhard Mitter,Porsche,German
17760,734,425,95,26,15,15,15,15,0.0,14,\N,\N,\N,\N,\N,\N,11,0,+1 Lap,1962,20,German Grand Prix,1962-08-05,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1933-03-04,Italian,Nino Vaccarella,Porsche,German
17419,719,430,95,24,0,\N,W,25,0.0,0,\N,\N,\N,\N,\N,\N,54,25,Withdrew,1963,6,Monaco Grand Prix,1963-05-26,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1934-04-10,Dutch,Carel Godin de Beaufort,Porsche,German
17425,720,430,95,29,18,6,6,6,1.0,30,\N,\N,\N,\N,\N,\N,12,-12,+2 Laps,1963,13,Belgian Grand Prix,1963-06-09,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1934-04-10,Dutch,Carel Godin de Beaufort,Porsche,German
17498,723,430,95,23,21,10,10,10,0.0,76,\N,\N,\N,\N,\N,\N,16,-11,+6 Laps,1963,9,British Grand Prix,1963-07-20,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1934-04-10,Dutch,Carel Godin de Beaufort,Porsche,German
17525,724,430,95,17,17,\N,R,11,0.0,9,\N,\N,\N,\N,\N,\N,36,-6,Wheel,1963,20,German Grand Prix,1963-08-04,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1934-04-10,Dutch,Carel Godin de Beaufort,Porsche,German
17610,727,430,95,12,18,10,10,10,0.0,58,\N,\N,\N,\N,\N,\N,17,-8,+7 Laps,1963,32,Mexican Grand Prix,1963-10-27,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,POINT (-99.0907 19.4042),1934-04-10,Dutch,Carel Godin de Beaufort,Porsche,German
17667,730,430,95,44,0,\N,F,20,0.0,0,\N,\N,\N,\N,\N,\N,81,20,Did not qualify,1962,6,Monaco Grand Prix,1962-06-03,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1934-04-10,Dutch,Carel Godin de Beaufort,Porsche,German
17678,731,430,95,7,13,7,7,7,0.0,30,\N,\N,\N,\N,\N,\N,12,-6,+2 Laps,1962,13,Belgian Grand Prix,1962-06-17,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1934-04-10,Dutch,Carel Godin de Beaufort,Porsche,German
17758,734,430,95,18,8,13,13,13,0.0,15,+9:11.8,10077100,\N,\N,\N,\N,1,5,Finished,1962,20,German Grand Prix,1962-08-05,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1934-04-10,Dutch,Carel Godin de Beaufort,Porsche,German
17897,740,430,95,22,14,11,11,11,0.0,28,\N,\N,\N,\N,\N,\N,12,-3,+2 Laps,1961,13,Belgian Grand Prix,1961-06-18,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1934-04-10,Dutch,Carel Godin de Beaufort,Porsche,German
17988,743,430,95,31,17,14,14,14,0.0,14,\N,\N,\N,\N,\N,\N,11,-3,+1 Lap,1961,20,German Grand Prix,1961-08-06,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1934-04-10,Dutch,Carel Godin de Beaufort,Porsche,German
18654,772,430,95,18,15,\N,R,19,0.0,3,\N,\N,\N,\N,\N,\N,5,4,Engine,1958,20,German Grand Prix,1958-08-03,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1934-04-10,Dutch,Carel Godin de Beaufort,Porsche,German
18838,781,430,95,27,20,14,14,14,0.0,20,\N,\N,\N,\N,\N,\N,12,-6,+2 Laps,1957,20,German Grand Prix,1957-08-04,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1934-04-10,Dutch,Carel Godin de Beaufort,Porsche,German
18001,743,431,95,10,0,\N,W,27,0.0,0,\N,\N,\N,\N,\N,\N,54,27,Withdrew,1961,20,German Grand Prix,1961-08-06,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1917-01-26,German,Edgar Barth,Porsche,German
18641,772,431,95,21,13,6,6,6,0.0,15,+6:32.4,8867400,\N,\N,\N,\N,1,-7,Finished,1958,20,German Grand Prix,1958-08-03,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1917-01-26,German,Edgar Barth,Porsche,German
18836,781,431,95,21,12,12,12,12,0.0,21,\N,\N,\N,\N,\N,\N,11,0,+1 Lap,1957,20,German Grand Prix,1957-08-04,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1917-01-26,German,Edgar Barth,Porsche,German
17696,731,461,95,8,0,\N,W,25,0.0,0,\N,\N,\N,\N,\N,\N,54,25,Withdrew,1962,13,Belgian Grand Prix,1962-06-17,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1930-01-25,Swiss,Heinz Schiller,Porsche,German
17759,734,466,95,32,14,14,14,14,0.0,14,\N,\N,\N,\N,\N,\N,11,0,+1 Lap,1962,20,German Grand Prix,1962-08-05,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1927-07-28,Swiss,Heini Walter,Porsche,German
18302,756,476,95,6,12,\N,R,14,0.0,1,\N,\N,\N,\N,\N,\N,4,2,Collision,1959,6,Monaco Grand Prix,1959-05-10,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1928-05-04,German,Wolfgang von Trips,Porsche,German
17857,738,478,95,6,13,9,9,9,0.0,91,\N,\N,\N,\N,\N,\N,19,-4,+9 Laps,1961,6,Monaco Grand Prix,1961-05-14,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1928-02-23,German,Hans Herrmann,Porsche,German
17987,743,478,95,11,11,13,13,13,0.0,14,\N,\N,\N,\N,\N,\N,11,2,+1 Lap,1961,20,German Grand Prix,1961-08-06,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1928-02-23,German,Hans Herrmann,Porsche,German
18309,756,551,95,4,0,\N,F,21,0.0,0,\N,\N,\N,\N,\N,\N,81,21,Did not qualify,1959,6,Monaco Grand Prix,1959-05-10,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1926-11-11,Italian,Maria de Filippis,Porsche,German
18841,781,620,95,20,15,\N,R,17,0.0,13,\N,\N,\N,\N,\N,\N,5,2,Engine,1957,20,German Grand Prix,1957-08-04,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1928-06-05,Italian,Umberto Maglioli,Porsche,German
18501,766,347,105,58,16,\N,R,8,0.0,71,\N,\N,\N,\N,\N,\N,3,-8,Accident,1958,6,Monaco Grand Prix,1958-05-18,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1930-01-31,Swedish,Jo Bonnier,Maserati,Italian
18584,769,347,105,36,14,9,9,9,0.0,22,\N,\N,\N,\N,\N,\N,12,-5,+2 Laps,1958,13,Belgian Grand Prix,1958-06-15,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1930-01-31,Swedish,Jo Bonnier,Maserati,Italian
18626,771,347,105,22,13,\N,R,11,0.0,49,\N,\N,\N,\N,\N,\N,6,-2,Gearbox,1958,9,British Grand Prix,1958-07-19,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1930-01-31,Swedish,Jo Bonnier,Maserati,Italian
18660,772,347,105,16,21,\N,R,25,0.0,1,\N,\N,\N,\N,\N,\N,3,4,Accident,1958,20,German Grand Prix,1958-08-03,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1930-01-31,Swedish,Jo Bonnier,Maserati,Italian
19007,789,356,105,30,28,\N,R,26,0.0,3,\N,\N,\N,\N,\N,\N,5,-2,Engine,1956,9,British Grand Prix,1956-07-14,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1926-04-02,Australian,Jack Brabham,Maserati,Italian
18594,769,418,105,30,3,\N,R,19,0.0,0,\N,\N,\N,\N,\N,\N,5,16,Engine,1958,13,Belgian Grand Prix,1958-06-15,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1932-02-29,American,Masten Gregory,Maserati,Italian
18739,777,418,105,2,10,3,3,3,4.0,103,\N,\N,\N,\N,\N,\N,12,-7,+2 Laps,1957,6,Monaco Grand Prix,1957-05-19,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1932-02-29,American,Masten Gregory,Maserati,Italian
18832,781,418,105,16,10,8,8,8,0.0,21,\N,\N,\N,\N,\N,\N,11,-2,+1 Lap,1957,20,German Grand Prix,1957-08-04,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1932-02-29,American,Masten Gregory,Maserati,Italian
18582,769,427,105,28,16,7,7,7,0.0,23,\N,\N,\N,\N,\N,\N,11,-9,+1 Lap,1958,13,Belgian Grand Prix,1958-06-15,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1917-10-30,French,Maurice Trintignant,Maserati,Italian
18999,789,456,105,28,7,\N,R,18,0.0,59,\N,\N,\N,\N,\N,\N,69,11,Fuel system,1956,9,British Grand Prix,1956-07-14,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1922-05-12,British,Roy Salvadori,Maserati,Italian
19026,790,456,105,16,9,\N,R,17,0.0,2,\N,\N,\N,\N,\N,\N,22,8,Suspension,1956,20,German Grand Prix,1956-08-05,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1922-05-12,British,Roy Salvadori,Maserati,Italian
19319,803,456,105,5,7,\N,R,19,0.0,53,\N,\N,\N,\N,\N,\N,7,12,Transmission,1954,9,British Grand Prix,1954-07-17,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1922-05-12,British,Roy Salvadori,Maserati,Italian
18592,769,455,105,32,17,\N,R,17,0.0,4,\N,\N,\N,\N,\N,\N,86,0,Halfshaft,1958,13,Belgian Grand Prix,1958-06-15,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1926-07-04,German,Wolfgang Seidel,Maserati,Italian
18896,785,475,105,28,2,1,1,1,8.0,100,3:00:32.9,10832900,\N,\N,\N,\N,1,-1,Finished,1956,6,Monaco Grand Prix,1956-05-13,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1929-09-17,British,Stirling Moss,Maserati,Italian
20274,787,475,105,34,9,3,3,3,3.0,36,+3:16.6,9796900,\N,\N,\N,\N,1,-6,Finished,1956,13,Belgian Grand Prix,1956-06-03,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1929-09-17,British,Stirling Moss,Maserati,Italian
18957,787,475,105,30,2,\N,R,11,0.0,10,\N,\N,\N,\N,\N,\N,36,9,Wheel,1956,13,Belgian Grand Prix,1956-06-03,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1929-09-17,British,Stirling Moss,Maserati,Italian
18993,789,475,105,7,1,\N,R,12,1.0,94,\N,\N,\N,\N,\N,\N,109,11,Axle,1956,9,British Grand Prix,1956-07-14,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1929-09-17,British,Stirling Moss,Maserati,Italian
19011,790,475,105,7,4,2,2,2,6.0,22,+46.4,13170100,\N,\N,\N,\N,1,-2,Finished,1956,20,German Grand Prix,1956-08-05,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1929-09-17,British,Stirling Moss,Maserati,Italian
19267,801,475,105,22,9,3,3,3,4.0,35,\N,\N,\N,\N,\N,\N,11,-6,+1 Lap,1954,13,Belgian Grand Prix,1954-06-20,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1929-09-17,British,Stirling Moss,Maserati,Italian
19316,803,475,105,7,4,\N,R,16,0.0,80,\N,\N,\N,\N,\N,\N,109,12,Axle,1954,9,British Grand Prix,1954-07-17,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1929-09-17,British,Stirling Moss,Maserati,Italian
19351,804,475,105,16,3,\N,R,19,0.0,1,\N,\N,\N,\N,\N,\N,67,16,Wheel bearing,1954,20,German Grand Prix,1954-08-01,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1929-09-17,British,Stirling Moss,Maserati,Italian
18655,772,478,105,17,20,\N,R,20,0.0,3,\N,\N,\N,\N,\N,\N,5,0,Engine,1958,20,German Grand Prix,1958-08-03,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1928-02-23,German,Hans Herrmann,Maserati,Italian
18754,777,478,105,40,0,\N,F,18,0.0,0,\N,\N,\N,\N,\N,\N,81,18,Did not qualify,1957,6,Monaco Grand Prix,1957-05-19,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1928-02-23,German,Hans Herrmann,Maserati,Italian
18840,781,478,105,17,11,\N,R,16,0.0,14,\N,\N,\N,\N,\N,\N,83,5,Chassis,1957,20,German Grand Prix,1957-08-04,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1928-02-23,German,Hans Herrmann,Maserati,Italian
18306,756,483,105,54,0,\N,F,18,0.0,0,\N,\N,\N,\N,\N,\N,81,18,Did not qualify,1959,6,Monaco Grand Prix,1959-05-10,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1921-10-02,Italian,Giorgio Scarlatti,Maserati,Italian
18507,766,483,105,46,14,\N,R,14,0.0,28,\N,\N,\N,\N,\N,\N,5,0,Engine,1958,6,Monaco Grand Prix,1958-05-18,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1921-10-02,Italian,Giorgio Scarlatti,Maserati,Italian
18744,777,483,105,34,14,\N,R,8,0.0,64,\N,\N,\N,\N,\N,\N,44,-6,Oil leak,1957,6,Monaco Grand Prix,1957-05-19,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1921-10-02,Italian,Giorgio Scarlatti,Maserati,Italian
18834,781,483,105,4,13,10,10,10,0.0,21,\N,\N,\N,\N,\N,\N,11,-3,+1 Lap,1957,20,German Grand Prix,1957-08-04,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1921-10-02,Italian,Giorgio Scarlatti,Maserati,Italian
18746,777,496,105,36,7,\N,R,10,0.0,51,\N,\N,\N,\N,\N,\N,20,3,Spun off,1957,6,Monaco Grand Prix,1957-05-19,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1914-08-10,Argentine,Carlos Menditeguy,Maserati,Italian
19499,811,498,105,2,3,\N,R,16,1.0,11,\N,\N,\N,\N,\N,\N,37,13,Throttle,1953,13,Belgian Grand Prix,1953-06-21,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1922-10-05,Argentine,José Froilán González,Maserati,Italian
19532,813,498,105,24,2,4,4,4,3.5,88,\N,\N,\N,\N,\N,\N,12,2,+2 Laps,1953,9,British Grand Prix,1953-07-18,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1922-10-05,Argentine,José Froilán González,Maserati,Italian
20055,834,498,105,2,3,\N,R,10,0.0,1,\N,\N,\N,\N,\N,\N,3,7,Accident,1950,6,Monaco Grand Prix,1950-05-21,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1922-10-05,Argentine,José Froilán González,Maserati,Italian
18748,777,501,105,38,8,\N,R,12,0.0,23,\N,\N,\N,\N,\N,\N,22,4,Suspension,1957,6,Monaco Grand Prix,1957-05-19,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1921-06-29,American,Harry Schell,Maserati,Italian
20289,777,501,105,34,14,\N,R,8,0.0,64,\N,\N,\N,\N,\N,\N,44,-6,Oil leak,1957,6,Monaco Grand Prix,1957-05-19,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1921-06-29,American,Harry Schell,Maserati,Italian
18831,781,501,105,3,6,7,7,7,0.0,22,+6:47.5,13045800,\N,\N,\N,\N,1,1,Finished,1957,20,German Grand Prix,1957-08-04,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1921-06-29,American,Harry Schell,Maserati,Italian
19019,790,501,105,12,12,\N,R,10,0.0,13,\N,\N,\N,\N,\N,\N,25,-2,Overheating,1956,20,German Grand Prix,1956-08-05,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1921-06-29,American,Harry Schell,Maserati,Italian
19312,803,501,105,3,16,12,12,12,0.0,83,\N,\N,\N,\N,\N,\N,17,-4,+7 Laps,1954,9,British Grand Prix,1954-07-17,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1921-06-29,American,Harry Schell,Maserati,Italian
19339,804,501,105,15,14,7,7,7,0.0,21,\N,\N,\N,\N,\N,\N,11,-7,+1 Lap,1954,20,German Grand Prix,1954-08-01,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1921-06-29,American,Harry Schell,Maserati,Italian
19752,821,501,105,33,32,17,17,17,0.0,78,\N,\N,\N,\N,\N,\N,17,-15,+7 Laps,1952,9,British Grand Prix,1952-07-19,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1921-06-29,American,Harry Schell,Maserati,Italian
18835,781,506,105,15,16,11,11,11,0.0,21,\N,\N,\N,\N,\N,\N,11,-5,+1 Lap,1957,20,German Grand Prix,1957-08-04,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1931-05-18,British,Bruce Halford,Maserati,Italian
19003,789,506,105,29,20,\N,R,22,0.0,22,\N,\N,\N,\N,\N,\N,5,2,Engine,1956,9,British Grand Prix,1956-07-14,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1931-05-18,British,Bruce Halford,Maserati,Italian
19015,790,506,105,21,11,\N,D,6,0.0,20,\N,\N,\N,\N,\N,\N,2,-5,Disqualified,1956,20,German Grand Prix,1956-08-05,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1931-05-18,British,Bruce Halford,Maserati,Italian
18661,772,526,105,14,0,\N,W,26,0.0,0,\N,\N,\N,\N,\N,\N,5,26,Engine,1958,20,German Grand Prix,1958-08-03,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1930-03-11,American,Troy Ruttman,Maserati,Italian
20239,803,541,105,6,10,\N,R,20,0.0,44,\N,\N,\N,\N,\N,\N,3,10,Accident,1954,9,British Grand Prix,1954-07-17,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1923-06-16,British,Ron Flockhart,Maserati,Italian
18519,766,547,105,42,0,\N,F,26,0.0,0,\N,\N,\N,\N,\N,\N,81,26,Did not qualify,1958,6,Monaco Grand Prix,1958-05-18,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1918-09-20,British,Horace Gould,Maserati,Italian
18749,777,547,105,22,12,\N,R,13,0.0,10,\N,\N,\N,\N,\N,\N,3,1,Accident,1957,6,Monaco Grand Prix,1957-05-19,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1918-09-20,British,Horace Gould,Maserati,Italian
